CODE,STATION,STATE,TempMin,TempMax,DOMin,DOMax,PHMin,PHMax,CONMin,CONMax,BODMin,BODMax,NMin,NMax,FCMin,FCMax,TCMin,TCMax,Year,TempMean,DOMean,PHMean,CONMean,BODMean,NMean,FCMean,TCMean
10155,RIVER GANGA AT D/S (SHUKLAGANJ),UTTAR PRADESH,20.0,31.0,6.0,11.7,7.4,8.5,180,372,3.1,3.8,,,2200,21000,5800,40000,2020,25.5,8.85,7.95,276.0,3.45,,11600.0,22900.0
1068,"GANGA AT KANPUR D/S (JAJMAU PUMPING
STATION), U.P",UTTAR PRADESH,20.0,31.0,5.6,10.9,7.3,8.4,210,448,4.0,4.4,,,9400,27000,21000,54000,2020,25.5,8.25,7.85,329.0,4.2,,18200.0,37500.0
10157,RIVER GANGA AT BATHING GHAT (JAJMAU BRIDGE),UTTAR PRADESH,20.0,31.0,5.8,11.3,7.4,8.5,225,410,3.9,4.5,,,7900,21000,17000,39000,2020,25.5,8.55,7.95,317.5,4.2,,14450.0,28000.0
1147,"GANGA AT DALMAU (RAI BAREILLY), U.P.",UTTAR PRADESH,19.0,26.0,7.6,10.5,7.7,8.2,231,341,3.4,4.2,,0.84,1100,3100,1600,4000,2020,22.5,9.05,7.949999999999999,286.0,3.8,,2100.0,2800.0
2498,"GANGA AT KALA KANKAR, RAEBARELI",UTTAR PRADESH,19.0,26.0,7.8,10.6,7.7,8.2,228,347,3.3,4.0,,0.8,1300,3000,1700,3900,2020,22.5,9.2,7.949999999999999,287.5,3.65,,2150.0,2800.0
1046,"GANGA AT ALLAHABAD (RASOOLABAD), U.P.",UTTAR PRADESH,18.8,28.0,7.6,12.5,7.3,8.5,214,334,2.0,3.2,,1.47,610,2300,2100,4900,2020,23.4,10.05,7.9,274.0,2.6,,1455.0,3500.0
2487,"GANGA AT KADAGHAT, ALLAHABAD",UTTAR PRADESH,18.7,26.7,7.0,11.7,7.4,8.5,263,338,2.0,2.9,,1.53,680,2200,1500,4600,2020,22.7,9.35,7.95,300.5,2.45,,1440.0,3050.0
1049,"GANGA AT ALLAHABAD D/S (SANGAM), U.P.",UTTAR PRADESH,18.8,26.9,7.1,11.8,7.8,8.4,285,369,2.0,2.7,0.42,1.76,680,3300,2000,7900,2020,22.85,9.45,8.1,327.0,2.35,1.09,1990.0,4950.0
10158,"RIVER GANGA A/C TAMSA RIVER, SIRSA, SON BARSA",UTTAR PRADESH,18.8,26.9,7.7,12.0,7.6,8.5,285,514,2.1,2.9,0.36,1.68,610,3300,2000,9400,2020,22.85,9.85,8.05,399.5,2.5,1.02,1955.0,5700.0
2485,"GANGA U/S, VINDHYACHAL, MIRZAPUR",UTTAR PRADESH,19.5,32.0,6.4,9.9,7.8,8.5,238,824,1.7,3.3,,,500,2300,1400,4300,2020,25.75,8.15,8.15,531.0,2.5,,1400.0,2850.0
2486,"GANGA D/S, MIRZAPUR",UTTAR PRADESH,19.5,32.0,5.8,8.8,7.7,8.7,246,536,3.1,4.4,,,5400,17000,11000,33000,2020,25.75,7.300000000000001,8.2,391.0,3.75,,11200.0,22000.0
10153,RIVER GANGA AT CHUNAR,UTTAR PRADESH,19.5,33.0,6.2,9.1,3.3,8.5,238,532,2.8,4.1,,,1700,13000,3400,22000,2020,26.25,7.65,5.9,385.0,3.4499999999999997,,7350.0,12700.0
1070,"GANGA AT VARANASI U/S (ASSIGHAT), U.P",UTTAR PRADESH,17.5,31.5,6.5,10.4,7.9,8.6,242,512,2.1,6.5,,0.6,500,1400,1100,3400,2020,24.5,8.45,8.25,377.0,4.3,,950.0,2250.0
1071,"GANGA AT VARANASI D/S (MALVIYA BRIDGE), U.P",UTTAR PRADESH,17.5,31.5,5.8,9.5,7.8,8.7,254,546,3.5,4.2,,0.7,7000,17000,14000,31000,2020,24.5,7.65,8.25,400.0,3.85,,12000.0,22500.0
10152,"RIVER GANGA A/C GOMTI RIVER, BHUSAULA",UTTAR PRADESH,18.0,31.5,6.3,9.9,7.9,8.7,250,530,2.8,3.8,,0.6,2100,13000,4600,22000,2020,24.75,8.1,8.3,390.0,3.3,,7550.0,13300.0
10156,RIVER GANGA AT BATHING GHAT (GOLA GHAT),UTTAR PRADESH,20.0,31.0,5.7,11.5,7.4,8.6,175,388,2.5,4.4,,,2100,23000,3300,54000,2020,25.5,8.6,8.0,281.5,3.45,,12550.0,28650.0
1073,"GANGA AT TRIGHAT (GHAZIPUR), U.P",UTTAR PRADESH,18.0,32.0,5.7,9.0,7.8,8.8,260,538,3.4,4.3,,0.7,4300,17000,11000,31000,2020,25.0,7.35,8.3,399.0,3.8499999999999996,,10650.0,21000.0
30076,GANGA AT MANJHIGHAT(BIHAR),INTERSTATE,19.0,30.0,6.4,11.8,7.8,8.9,232,496,3.3,5.3,,1.0,200,11000,400,21000,2020,24.5,9.100000000000001,8.35,364.0,4.3,,5600.0,10700.0
1074,GANGA AT BUXAR,BIHAR,13.0,33.0,5.2,11.1,7.7,8.6,209,550,1.2,2.0,,0.88,2200,160000,3900,160000,2020,23.0,8.15,8.15,379.5,1.6,,81100.0,81950.0
10113,"RIVER GANGA AT U/S JAIL GHAT, BUXAR",BIHAR,12.0,34.0,5.6,9.8,7.7,8.4,233,530,1.2,2.2,,0.77,3300,160000,4000,160000,2020,23.0,7.7,8.05,381.5,1.7000000000000002,,81650.0,82000.0
2551,"GANGA AT BUXAR, RAMREKHAGHAT",BIHAR,12.0,34.0,5.6,10.1,7.7,8.6,257,565,1.3,2.4,,1.35,2200,160000,13000,160000,2020,23.0,7.85,8.15,411.0,1.85,,81100.0,86500.0
3113,GANGA AT D/S BUXAR NEAR ROAD BRIDGE,BIHAR,12.0,34.0,5.4,10.1,7.6,8.5,261,554,1.1,2.3,,0.78,11000,160000,28000,160000,2020,23.0,7.75,8.05,407.5,1.7,,85500.0,94000.0
10131,RIVER GANGA AT U/S BARAHPUR BINDTOLI,BIHAR,18.0,30.0,6.0,9.6,7.4,8.4,247,382,1.3,2.6,,0.44,1700,160000,7000,160000,2020,24.0,7.8,7.9,314.5,1.9500000000000002,,80850.0,83500.0
10162,GANGA AT ARA CHAPRA ROAD BRIDGE (KOILWER BANURA  CHAPRA ROAD,BIHAR,15.0,34.0,5.6,10.0,7.2,8.5,204,503,1.2,3.0,,1.57,1700,35000,3300,160000,2020,24.5,7.8,7.85,353.5,2.1,,18350.0,81650.0
2564,"GANGA AT THE CONFLUENCE OF SONE RIVER DORIGANJ, CHAPRA",BIHAR,16.0,31.0,5.7,9.8,7.2,8.5,166,387,1.4,3.1,,1.39,1400,160000,3300,160000,2020,23.5,7.75,7.85,276.5,2.25,,80700.0,81650.0
10114,"GANGA AT MAA AMBIKA ASTHAN, AAMI, SARAN",BIHAR,12.0,31.0,5.8,9.5,7.3,8.4,206,487,1.4,2.3,,0.44,1700,160000,17000,160000,2020,21.5,7.65,7.85,346.5,1.8499999999999999,,80850.0,88500.0
3114,"GANGA NEAR DANAPUR (NEAR PIPA PUL) ,PATNA",BIHAR,20.0,34.0,5.0,9.5,7.1,8.4,214,361,1.1,3.0,,,680,160000,1400,160000,2020,27.0,7.25,7.75,287.5,2.05,,80340.0,80700.0
1077,"GANGA AT KURJI, PATNA U/S",BIHAR,18.0,35.0,5.6,10.0,7.5,8.5,239,388,1.3,2.4,,0.65,2200,160000,3300,160000,2020,26.5,7.8,8.0,313.5,1.85,,81100.0,81650.0
2552,"GANGA AT GANDHIGHAT, NIT AT PATNA",BIHAR,19.0,36.0,5.4,9.7,7.3,8.5,259,500,1.4,4.0,,0.46,2200,160000,17000,160000,2020,27.5,7.55,7.9,379.5,2.7,,81100.0,88500.0
10115,"GANGA AT GULABI GHAT, PATNA",BIHAR,19.0,36.0,5.4,9.8,7.3,8.4,245,500,1.4,2.9,,0.67,14000,160000,28000,160000,2020,27.5,7.6000000000000005,7.85,372.5,2.15,,87000.0,94000.0
1079,"GANGA AT PATNA D/S (GANGA BRIDGE), GAIGHAT",BIHAR,20.0,36.0,5.5,9.5,7.3,8.4,237,598,1.3,3.0,,0.62,2200,160000,4000,160000,2020,28.0,7.5,7.85,417.5,2.15,,81100.0,82000.0
3122,"GANGA AT MALSALAMI, PATNA",BIHAR,20.0,35.0,7.4,9.8,7.9,8.5,304,500,1.1,1.9,,,1700,92000,4000,160000,2020,27.5,8.600000000000001,8.2,402.0,1.5,,46850.0,82000.0
4297,"KACHCHIDARGAHBIDUPUR ROAD BRIDGE, PATNA",BIHAR,20.0,34.0,5.6,9.6,7.6,8.4,245,405,1.2,3.0,,0.54,1100,92000,3900,92000,2020,27.0,7.6,8.0,325.0,2.1,,46550.0,47950.0
10122,"RIVER GANGA AT TRIVENI GHAT, PATNA",BIHAR,18.0,34.0,5.4,10.4,7.3,8.4,235,473,1.4,2.4,,0.44,1300,54000,2100,92000,2020,26.0,7.9,7.85,354.0,1.9,,27650.0,47050.0
4301,"BAKHTIYARPURTAJPUR BRIDGE ON GANGA, ATHMALGOLA, PATNA",BIHAR,18.0,34.0,5.4,9.7,7.5,8.9,228,401,1.2,2.4,,0.41,1400,160000,2600,160000,2020,26.0,7.55,8.2,314.5,1.7999999999999998,,80700.0,81300.0
2553,"GANGA AT KEWALA GHAT,FATUHA, PATNA",BIHAR,18.0,34.0,5.2,8.7,7.3,8.3,240,500,1.4,3.0,,0.98,3300,160000,17000,160000,2020,26.0,6.949999999999999,7.800000000000001,370.0,2.2,,81650.0,88500.0
2555,"GANGA AT PUNPUN, PATNA",BIHAR,23.0,34.0,0.8,8.0,7.2,8.4,288,896,2.0,4.8,,0.5,17000,160000,35000,160000,2020,28.5,4.4,7.800000000000001,592.0,3.4,,88500.0,97500.0
3115,GANGA RIVER AT BARH,BIHAR,18.0,34.0,5.2,9.7,7.6,8.4,230,412,1.2,2.3,,0.45,3300,160000,13000,160000,2020,26.0,7.449999999999999,8.0,321.0,1.75,,81650.0,86500.0
10130,"RIVER GANGA AT D/S NAWADAGHAT , BARH ,PATNA",BIHAR,18.0,29.0,5.3,9.8,7.3,8.5,222,436,1.3,2.2,,39.0,1400,160000,2400,160000,2020,23.5,7.550000000000001,7.9,329.0,1.75,,80700.0,81200.0
1817,"GANGA AT MOKAMA (U/s), MAHADEO ASTHAN, PATNA",BIHAR,16.0,34.0,5.8,9.8,7.7,8.5,215,424,1.2,2.7,,0.46,1100,160000,2700,160000,2020,25.0,7.800000000000001,8.1,319.5,1.9500000000000002,,80550.0,81350.0
1815,GANGA AT MOKAMA (D/s),BIHAR,19.0,37.0,5.1,9.8,6.8,8.5,200,406,1.4,2.0,,0.42,2600,160000,7900,160000,2020,28.0,7.45,7.65,303.0,1.7,,81300.0,83950.0
3123,"GANGA RIVER AT BARAHIYA, NEPALITOLA, MARANCHI, LAKSHISARAI",BIHAR,16.0,30.0,5.4,10.5,7.6,8.5,219,429,1.3,2.4,,0.36,1400,160000,2300,160000,2020,23.0,7.95,8.05,324.0,1.85,,80700.0,81150.0
3116,"GANGA AT U/S MUNGER (NEAR INTAKE WELL ON
GANGA)",BIHAR,15.0,30.0,5.3,9.8,7.5,8.5,222,370,1.2,3.3,,0.43,1400,160000,3300,160000,2020,22.5,7.550000000000001,8.0,296.0,2.25,,80700.0,81650.0
1818,GANGA AT MUNGER,BIHAR,15.0,30.0,5.1,9.7,7.4,8.3,222,394,1.3,2.9,,0.49,2200,160000,11000,160000,2020,22.5,7.3999999999999995,7.8500000000000005,308.0,2.1,,81100.0,85500.0
3117,"GANGA AT U/S SULTANGANJ, BHAGALPUR",BIHAR,18.0,30.0,5.0,9.6,7.4,8.3,226,377,1.3,2.6,,0.45,1400,160000,2700,160000,2020,24.0,7.3,7.8500000000000005,301.5,1.9500000000000002,,80700.0,81350.0
4398,"GANGA RIVER AT WATER INTAKE POINT, BHAGALPUR",BIHAR,17.0,32.0,5.5,9.8,7.2,8.5,241,632,1.4,6.7,,3.64,1700,160000,35000,160000,2020,24.5,7.65,7.85,436.5,4.05,,80850.0,97500.0
2554,"GANGA AT SULTANGANJ, BHAGALPUR",BIHAR,18.0,30.0,5.2,9.6,7.4,8.5,221,371,1.4,2.5,,0.98,2200,160000,14000,160000,2020,24.0,7.4,7.95,296.0,1.95,,81100.0,87000.0
10138,"RIVER GANGA AT CHAMPANAGAR, BHAGALPUR",BIHAR,17.0,32.0,5.5,9.5,7.2,8.2,228,856,1.2,4.2,,0.63,1700,92000,2200,160000,2020,24.5,7.5,7.699999999999999,542.0,2.7,,46850.0,81100.0
1819,GANGA AT BHAGALPUR,BIHAR,16.0,40.0,6.1,9.8,7.5,8.4,222,396,1.1,2.3,,2.2,1100,160000,2200,160000,2020,28.0,7.95,7.95,309.0,1.7,,80550.0,81100.0
3118,GANGA AT U/S BHAGALPUR NEAR BARARIGHAT,BIHAR,16.0,32.0,4.3,9.8,6.9,8.4,234,493,1.4,3.4,,0.82,1700,160000,3300,160000,2020,24.0,7.050000000000001,7.65,363.5,2.4,,80850.0,81650.0
1816,GANGA AT KAHALGAON,BIHAR,16.0,30.0,6.0,9.8,7.7,8.4,220,372,1.3,2.0,,0.37,1300,160000,3200,160000,2020,23.0,7.9,8.05,296.0,1.65,,80650.0,81600.0
10143,RIVER GANGA D/S NEAR CREMATION GHAT,BIHAR,16.0,30.0,6.0,9.8,7.5,8.4,219,394,1.2,2.2,,0.39,1700,160000,13000,160000,2020,23.0,7.9,7.95,306.5,1.7000000000000002,,80850.0,86500.0
30075,GANGA AT TARIGHAT GHAZIPUR (U.P.),INTERSTATE,19.0,29.5,5.7,11.6,6.8,8.7,260,486,3.5,5.0,,0.96,18,14000,450,27000,2020,24.25,8.65,7.75,373.0,4.25,,7009.0,13725.0
1080,"GANGA AT BAHARAMPORE, MURSHIDABAD, WEST BENGAL",WEST BENGAL,17.0,32.0,5.3,11.8,7.87,8.85,222,410,1.0,4.95,0.3,0.63,800,140000,1300,300000,2020,24.5,8.55,8.36,316.0,2.975,0.46499999999999997,70400.0,150650.0
10159,"RIVER GANGA AT BEHRAMPORE(KHAGRA), MURSHIDABAD",WEST BENGAL,17.0,32.0,5.0,11.3,7.68,8.72,220,464,1.2,5.5,,0.62,1700,140000,2300,300000,2020,24.5,8.15,8.2,342.0,3.35,,70850.0,151150.0
10160,"RIVER GANGA AT BEHRAMPORE, (GORA BAZAR),MURSHIDABAD",WEST BENGAL,17.0,32.0,5.0,11.2,7.72,8.66,219,472,1.05,4.3,,0.62,1300,110000,3000,350000,2020,24.5,8.1,8.19,345.5,2.675,,55650.0,176500.0
2511,"NABADIP ON GANGA, GHOSHPARA NEAR MONIPURGHAT,NADIA",WEST BENGAL,17.0,32.0,5.2,11.1,7.84,8.75,188,392,1.35,6.2,,0.73,1300,300000,2300,900000,2020,24.5,8.15,8.295,290.0,3.7750000000000004,,150650.0,451150.0
2506,"TRIBENI ON GANGA, NEAR BURNING GHAT,
HOOGHLY",WEST BENGAL,16.0,33.5,4.6,11.2,7.41,8.64,221,402,1.2,7.75,,1.14,400,240000,8000,500000,2020,24.75,7.8999999999999995,8.025,311.5,4.475,,120200.0,254000.0
10161,"RIVER GANGA AT PALTA, SHITALTALA,",WEST BENGAL,18.5,32.0,4.5,11.5,7.62,8.68,235,407,1.25,6.2,0.38,0.76,8000,350000,13000,900000,2020,25.25,8.0,8.15,321.0,3.725,0.5700000000000001,179000.0,456500.0
1054,GANGA AT PALTA WEST BENGAL,WEST BENGAL,19.0,32.0,4.4,11.5,7.86,8.7,202,373,1.85,6.7,0.35,0.75,7000,170000,14000,350000,2020,25.5,7.95,8.28,287.5,4.275,0.55,88500.0,182000.0
1472,"GANGA AT SERAMPORE, HOOGHLY,WEST BENGAL",WEST BENGAL,18.0,34.0,4.2,12.5,7.7,8.84,228,384,1.3,4.4,0.36,0.9,7000,70000,17000,300000,2020,26.0,8.35,8.27,306.0,2.85,0.63,38500.0,158500.0
1053,"GANGA AT DAKSHMINESHWAR, KOLKATA, WEST BENGAL",WEST BENGAL,17.0,34.0,4.1,8.1,6.92,7.98,178,559,1.55,5.0,,2.68,49000,170000,80000,490000,2020,25.5,6.1,7.45,368.5,3.275,,109500.0,285000.0
1471,GANGA AT HOWRAHSHIVPUR WEST BENGAL,WEST BENGAL,20.0,35.0,3.9,7.8,6.75,8.05,160,770,1.15,4.9,0.3,2.21,23000,130000,110000,220000,2020,27.5,5.85,7.4,465.0,3.0250000000000004,1.255,76500.0,165000.0
1470,"GANGA AT GARDEN REACH, KOLKATA, WEST BENGAL",WEST BENGAL,20.0,34.0,3.7,7.6,6.77,7.98,177,589,1.1,5.3,,2.1,30000,140000,70000,700000,2020,27.0,5.65,7.375,383.0,3.2,,85000.0,385000.0
1052,"GANGA AT ULUBERIA , HOWRAH,WEST BENGAL",WEST BENGAL,16.0,33.0,3.9,8.2,6.78,7.98,231,623,1.05,3.9,0.35,2.45,8000,70000,13000,110000,2020,24.5,6.05,7.380000000000001,427.0,2.475,1.4000000000000001,39000.0,61500.0
1335,GANGA AT PATIKALI NEAR DURGA CHAK WEST BENGAL,WEST BENGAL,21.0,32.0,4.6,8.6,6.13,8.54,566,11980,,3.33,,3.4,450,17000,2200,35000,2020,26.5,6.6,7.334999999999999,6273.0,,,8725.0,18600.0
1469,"GANGA AT DIAMOND HARBOUR, 24 PARGANAS (S)WEST BENGAL",WEST BENGAL,22.0,32.0,4.5,7.5,6.82,8.11,275,4210,1.2,4.2,,1.92,790,17000,1300,170000,2020,27.0,6.0,7.465,2242.5,2.7,,8895.0,85650.0
1491,"RIVER BHAGIRATHI AT
GANGOTRI,",UTTARAKHAND,0.1,0.1,10.4,10.4,7.4,7.4,263,263,1.0,1.0,0.32,0.32,2,2,2,2,2021,0.1,10.4,7.4,263.0,1.0,0.32,2.0,2.0
1484,"RIVER ALAKNANDA B/C MANDAKINI AT RUDRA
PRAYAG",UTTARAKHAND,8.0,22.0,9.2,10.8,7.0,8.2,102,246,1.0,1.0,0.32,0.37,2,2,2,2,2021,15.0,10.0,7.6,174.0,1.0,0.345,2.0,2.0
1486,"RIVER ALAKNANDA A/C MANDAKINI AT
RUDRAPRAYAG",UTTARAKHAND,7.0,21.0,9.6,10.4,7.1,8.2,65,463,1.0,1.0,0.32,0.62,2,2,2,2,2021,14.0,10.0,7.6499999999999995,264.0,1.0,0.47,2.0,2.0
1488,"RIVER BHAGIRATHI B/C WITH ALAKNANDA AT
DEVPRAYAG,",UTTARAKHAND,12.0,20.0,8.8,10.4,6.9,8.2,77,230,1.0,1.0,0.32,0.34,2,2,2,2,2021,16.0,9.600000000000001,7.55,153.5,1.0,0.33,2.0,2.0
1487,RIVER ALAKNANDA B/C TO BHAGIRATHI AT DEVPRAYAG,UTTARAKHAND,11.0,21.0,9.0,10.6,7.2,8.1,78,221,1.0,1.0,0.32,0.82,2,2,2,2,2021,16.0,9.8,7.65,149.5,1.0,0.57,2.0,2.0
1489,"RIVER ALAKNANDA A/C WITH BHAGIRATHI AT
DEVPRAYAG",UTTARAKHAND,12.0,21.0,9.0,10.8,7.1,8.3,75,210,1.0,1.0,0.32,1.02,2,2,2,2,2021,16.5,9.9,7.7,142.5,1.0,0.67,2.0,2.0
1485,"RIVER MANDAKINI B/C ALKALNADA AT
RUDRAPRAYAG,",UTTARAKHAND,7.0,21.0,9.0,10.4,7.0,8.3,56,164,1.0,1.0,0.32,0.36,2,2,2,2,2021,14.0,9.7,7.65,110.0,1.0,0.33999999999999997,2.0,2.0
1060,"RIVER GANGA AT
RISHIKESH U/S,",UTTARAKHAND,10.0,23.0,9.2,11.0,7.1,8.3,101,427,1.0,1.2,0.32,1.74,2,25,2,43,2021,16.5,10.1,7.7,264.0,1.1,1.03,13.5,22.5
10147,"RIVER GANGA D/S
RISHIKESH",UTTARAKHAND,10.0,22.0,9.0,10.8,7.1,8.2,102,274,1.0,1.4,0.3,2.1,2,26,2,46,2021,16.0,9.9,7.6499999999999995,188.0,1.2,1.2,14.0,24.0
2725,"RIVER GANGA AFTER CONFLUENCE OF SONG NEAR SATYANARAYAN TEMPLE D/S RAIWALA,
DEHRADUN",UTTARAKHAND,16.0,29.0,8.2,10.8,7.1,8.3,105,641,1.0,1.8,0.3,1.72,2,84,2,120,2021,22.5,9.5,7.7,373.0,1.4,1.01,43.0,61.0
3997,"RIVER GANGA U/S HARIDWAR AT ABINDUGHAT, DUDHIYABAD,
HARIDWAR",UTTARAKHAND,16.0,27.0,8.2,10.8,7.5,8.3,140,282,1.0,2.5,0.3,0.34,40,70,70,120,2021,21.5,9.5,7.9,211.0,1.75,0.32,55.0,95.0
10148,"RIVER GANGA AT HAR
KIPAURI GHAT",UTTARAKHAND,13.1,27.7,8.2,10.4,7.1,8.3,90,259,1.0,1.5,0.3,1.02,27,63,58,94,2021,20.4,9.3,7.7,174.5,1.25,0.66,45.0,76.0
1061,"RIVER GANGA AT HARIDWAR D/S, UPPER GANGA CANAL D/S BALKUMARI MANDIR,
AJEETPUR, HARIDWAR",UTTARAKHAND,13.0,28.6,8.0,10.4,6.5,8.4,135,364,1.0,2.6,0.3,0.62,46,94,70,150,2021,20.8,9.2,7.45,249.5,1.8,0.45999999999999996,70.0,110.0
2727,"RIVER GANGA AT UPPER GANGA CANAL D/S
ROORKEE, HARIDWAR",UTTARAKHAND,13.8,24.6,8.2,10.6,6.4,8.3,102,302,1.0,2.0,0.3,0.58,47,84,84,120,2021,19.200000000000003,9.399999999999999,7.3500000000000005,202.0,1.5,0.43999999999999995,65.5,102.0
30005,"RIVER GANGA AT SULTANPUR
(UTTARAKHAND)",UTTARAKHAND,16.0,22.0,7.3,10.5,5.9,7.6,193,244,1.2,3.0,0.42,0.52,130,24000,230,1600000,2021,19.0,8.9,6.75,218.5,2.1,0.47,12065.0,800115.0
30006,"RIVER GANGA AT BIJNOR
(U.P.)",UTTAR PRADESH,16.0,23.0,7.2,10.4,6.2,7.5,175,217,1.2,2.0,0.32,0.52,200,170000,1700,1600000,2021,19.5,8.8,6.85,196.0,1.6,0.42000000000000004,85100.0,800850.0
10150,"RIVER GANGA AT MADHYA GANGA
BARRAGE, BIJNOR",UTTAR PRADESH,,,7.7,10.8,7.6,8.3,210,21601,1.1,1.4,,,630,940,940,1400,2021,,9.25,7.95,10905.5,1.25,,785.0,1170.0
1062,"RIVER GANGA AT GARHMUKTESHWAR,
U.P",UTTAR PRADESH,17.0,30.0,6.8,10.8,7.1,7.9,178,483,1.3,2.8,0.3,0.4,2,920,2,1600,2021,23.5,8.8,7.5,330.5,2.05,0.35,461.0,801.0
10149,RIVER GANGA AT GHARMUKTESHWAR,UTTAR PRADESH,18.0,29.0,7.6,11.0,7.0,7.6,174,402,1.0,2.0,0.3,7.6,110,350,210,920,2021,23.5,9.3,7.3,288.0,1.5,3.9499999999999997,230.0,565.0
2488,"RIVER GANGA U/S, ANOOPSHAHAR",UTTAR PRADESH,16.0,34.0,6.5,9.2,6.8,7.4,117,175,1.1,2.8,,,110,1200,330,2200,2021,25.0,7.85,7.1,146.0,1.95,,655.0,1265.0
2489,"RIVER GANGA D/S,
ANOOPSHAHAR",UTTAR PRADESH,16.0,34.0,8.0,8.9,7.0,7.4,109,183,1.1,1.6,,,130,1300,430,2600,2021,25.0,8.45,7.2,146.0,1.35,,715.0,1515.0
1145,"RIVER GANGA AT
NARORA
(BULANDSAHAR)",UTTAR PRADESH,16.0,33.0,6.3,9.1,7.0,7.6,109,197,1.1,2.9,,,220,1400,900,2700,2021,24.5,7.699999999999999,7.3,153.0,2.0,,810.0,1800.0
2490,"RIVER GANGA AT KACHHLA GHAT, ALIGARH",UTTAR PRADESH,19.0,29.0,7.3,9.9,7.3,7.8,128,150,1.0,1.4,,,170,320,320,490,2021,24.0,8.6,7.55,139.0,1.2,,245.0,405.0
10151,RIVER GANGA AT FARRUKABAD,UTTAR PRADESH,10.0,33.0,6.5,11.8,8.0,8.5,156,458,1.6,4.2,,,350,6300,1600,16000,2021,21.5,9.15,8.25,307.0,2.9000000000000004,,3325.0,8800.0
1063,"RIVER GANGA AT KANNAUJ U/S
(RAJGHAT), U.P",UTTAR PRADESH,15.0,33.5,5.8,10.7,8.1,8.4,208,351,2.4,3.3,,,1100,1700,1700,4400,2021,24.25,8.25,8.25,279.5,2.8499999999999996,,1400.0,3050.0
1066,"RIVER GANGA AT
KANNAUJ D/S, U.P",UTTAR PRADESH,15.0,33.0,5.6,10.3,8.0,8.4,184,353,2.6,5.3,,,1300,2500,2100,4400,2021,24.0,7.95,8.2,268.5,3.95,,1900.0,3250.0
1146,"RIVER GANGA AT BITHOOR (KANPUR),
U.P.",UTTAR PRADESH,15.0,32.5,6.2,11.5,8.2,8.5,208,296,3.0,3.3,,,1100,2500,2600,4600,2021,23.75,8.85,8.35,252.0,3.15,,1800.0,3600.0
1067,"RIVER GANGA AT
KANPUR U/S
(RANIGHAT), U.P",UTTAR PRADESH,15.0,33.0,5.8,11.1,8.1,8.4,194,319,3.1,3.9,,,1700,3500,3200,6300,2021,24.0,8.45,8.25,256.5,3.5,,2600.0,4750.0
10154,"RIVER GANGA AT BATHING GHAT
(BHARAOGHAT)",UTTAR PRADESH,15.0,33.0,6.0,11.1,8.2,8.4,212,308,3.2,3.5,,,1500,2800,3100,4900,2021,24.0,8.55,8.3,260.0,3.35,,2150.0,4000.0
10155,"RIVER GANGA AT D/S
(SHUKLAGANJ)",UTTAR PRADESH,10.0,33.5,6.0,10.8,8.0,8.4,222,322,3.2,4.0,,,1800,3600,3500,7000,2021,21.75,8.4,8.2,272.0,3.6,,2700.0,5250.0
1068,"RIVER GANGA AT KANPUR D/S (JAJMAU
PUMPING STATION), U.P",UTTAR PRADESH,10.0,33.5,5.0,10.4,7.8,8.3,236,359,3.9,4.6,,,6800,21000,12000,46000,2021,21.75,7.7,8.05,297.5,4.25,,13900.0,29000.0
10157,"RIVER GANGA AT BATHING GHAT (JAJMAU
BRIDGE)",UTTAR PRADESH,15.0,33.5,5.2,10.5,8.0,8.4,226,330,3.8,4.4,,,3500,23000,6300,33000,2021,24.25,7.85,8.2,278.0,4.1,,13250.0,19650.0
1147,"RIVER GANGA AT DALMAU (RAI BAREILLY),
U.P.",UTTAR PRADESH,18.0,26.0,6.9,10.5,7.6,8.4,210,341,3.5,4.5,0.76,0.9,1300,2200,2500,3800,2021,22.0,8.7,8.0,275.5,4.0,0.8300000000000001,1750.0,3150.0
2498,"RIVER GANGA AT KALA
KANKAR, RAEBARELI",UTTAR PRADESH,18.0,26.0,7.1,11.0,7.6,8.4,219,339,3.2,4.3,0.74,0.88,1300,2200,2500,3800,2021,22.0,9.05,8.0,279.0,3.75,0.81,1750.0,3150.0
1046,"RIVER GANGA AT
ALLAHABAD
(RASOOLABAD), U.P.",UTTAR PRADESH,18.4,30.3,8.0,10.5,7.8,8.4,216,357,2.4,2.9,0.5,0.71,610,1400,2000,2700,2021,24.35,9.25,8.1,286.5,2.65,0.605,1005.0,2350.0
2487,"RIVER GANGA AT KADAGHAT, ALLAHABAD",UTTAR PRADESH,18.5,30.1,7.3,10.0,7.4,8.4,144,346,1.0,2.9,0.3,0.74,220,1400,260,2700,2021,24.3,8.65,7.9,245.0,1.95,0.52,810.0,1480.0
1049,"RIVER GANGA AT ALLAHABAD D/S
(SANGAM), U.P.",UTTAR PRADESH,18.6,30.3,7.2,9.9,7.6,8.5,248,384,2.0,2.9,0.56,0.66,680,1400,1700,2700,2021,24.450000000000003,8.55,8.05,316.0,2.45,0.6100000000000001,1040.0,2200.0
10158,"RIVER GANGA A/C TAMSA RIVER, SIRSA,
SON BARSA",UTTAR PRADESH,18.5,30.3,7.5,9.5,7.7,8.3,261,378,2.2,2.8,0.5,0.67,630,1100,1100,2100,2021,24.4,8.5,8.0,319.5,2.5,0.585,865.0,1600.0
